customer_id,credit_limit,outstanding_balance,not_due_invoice_count,returned_check_count,last_returned_check_date,has_returned_check,delay_cost,credit_used_percent,credit_remaining,credit_status
C_009817,35000,3.637978807091713e-12,0,0,,False,621.555968219178,1.039422516311918e-14,35000.0,safe
C_010119,43000,3399.0,0,0,,False,867.5293610958904,7.904651162790698,39601.0,safe
C_010649,5630000,808891.1400000001,0,0,,False,368904.99634520547,14.367515808170516,4821108.859999999,safe
C_011055,84000,80342.68,0,0,,False,65.75531178082191,95.64604761904761,3657.320000000007,critical
C_014775,789000,70655.85,0,0,,False,8810.292644383562,8.955114068441066,718344.15,safe
C_015045,5000,0.0,0,0,,False,44.08992,0.0,5000.0,safe
C_015579,206000,0.0,0,0,,False,5072.900449315069,0.0,206000.0,safe
C_015746,5054000,3197267.23,0,1,2021-05-18,True,486435.47570630134,63.26211377127028,1856732.77,warning
C_016617,4429000,695511.3400000001,0,0,,False,183432.65768876713,15.703575073379996,3733488.66,safe
C_018229,46000,6928.74,0,0,,False,1923.833549589041,15.062478260869563,39071.26,safe
C_018593,125000,0.0,0,0,,False,3591.01602739726,0.0,125000.0,safe
C_021668,442000,0.0,0,0,,False,14216.442332054796,0.0,442000.0,safe
C_021985,28000,3575.490000000001,0,0,,False,2308.3749665753426,12.769607142857147,24424.51,safe
C_022240,520000,210619.81000000003,0,2,2021-05-24,True,78441.57922191781,40.503809615384625,309380.18999999994,safe
C_022746,304000,0.0,0,0,,False,8512.22914520548,0.0,304000.0,safe
C_023073,37000,33740.14,0,0,,False,2040.9092087671233,91.18956756756756,3259.8600000000006,critical
C_027096,313000,251331.81000000006,0,0,,False,23841.69749260274,80.29770287539938,61668.189999999944,warning
C_028208,7000,3656.51,0,0,,False,147.3059835616438,52.23585714285714,3343.49,safe
C_029626,15000,1638.22,0,0,,False,348.3223791780822,10.921466666666667,13361.78,safe
C_031511,302000,0.0,0,0,,False,6146.001567123289,0.0,302000.0,safe
C_034287,33000,9.094947017729282e-13,0,0,,False,499.60493260273967,2.7560445508270553e-15,33000.0,safe
C_035154,5000,1169.63,0,0,,False,46.409493698630136,23.3926,3830.37,safe
C_035718,9000,0.0,0,0,,False,316.8173490410959,0.0,9000.0,safe
C_039413,603000,791130.4099999999,0,0,,False,89393.77351232877,131.19907296849087,-188130.40999999992,over_limit
C_040673,885000,69238.67000000001,0,0,,False,27292.70922410959,7.823578531073448,815761.33,safe
C_042732,711000,297641.8000000001,0,0,,False,21258.26739616438,41.862419127988765,413358.1999999999,safe
C_049314,9000,5663.97,0,0,,False,0.0,62.93300000000001,3336.0299999999997,warning
C_050237,7459000,12297875.770000001,0,0,,False,1832151.0173326028,164.87298257139028,-4838875.770000001,over_limit
C_051392,16000,0.0,0,0,,False,50.291072876712335,0.0,16000.0,safe
C_051535,7122000,15778764.97,0,1,2021-01-18,True,2273920.145299726,221.54963451277735,-8656764.97,over_limit
C_051706,1734000,2560454.8900000006,0,1,2021-06-23,True,204713.2396208219,147.66175836216843,-826454.8900000006,over_limit
C_054476,2733000,0.0,0,0,,False,34133.91323178082,0.0,2733000.0,safe
C_054737,220000,0.0,0,0,,False,3895.3457950684933,0.0,220000.0,safe
C_058218,7599000,3915051.5800000005,0,0,,False,877235.4524021917,51.520615607316756,3683948.4199999995,safe
C_058685,784000,0.0,0,0,,False,2577.402542465753,0.0,784000.0,safe
C_059511,484000,280060.55999999994,0,0,,False,17807.1297139726,57.863752066115694,203939.44000000006,safe
C_063809,202000,93013.66000000003,0,1,2020-05-23,True,23101.96517260274,46.04636633663368,108986.33999999997,safe
C_063926,735000,420404.56000000006,0,1,2021-02-21,True,110188.80868931506,57.197899319727895,314595.43999999994,safe
C_066978,296000,340988.67000000004,0,0,,False,10125.527720547945,115.19887500000002,-44988.67000000004,over_limit
C_069492,5925000,2615355.5700000003,0,0,,False,964577.6316690411,44.14102227848102,3309644.4299999997,safe
C_070220,37000,10733.449999999999,0,0,,False,871.6714126027396,29.00932432432432,26266.550000000003,safe
C_070712,293000,232824.81000000003,0,0,,False,41154.16506410959,79.46239249146758,60175.18999999997,warning
C_074947,1048000,1223409.19,0,0,,False,121115.96461479452,116.73751812977098,-175409.18999999994,over_limit
C_076411,444000,141879.34,0,0,,False,26208.239533150685,31.954806306306306,302120.66000000003,safe
C_077505,20000,0.0,0,0,,False,472.4051375342466,0.0,20000.0,safe
C_080312,144000,0.0,0,0,,False,2833.5288328767124,0.0,144000.0,safe
C_081235,278000,0.0,0,0,,False,9067.803415890412,0.0,278000.0,safe
C_081456,2265000,150773.73000000007,0,0,,False,43319.007843287676,6.656676821192057,2114226.27,safe
C_082643,108000,0.0,0,0,,False,1202.228896438356,0.0,108000.0,safe
C_083552,425000,51814.47000000003,0,0,,False,22123.471847671233,12.191640000000008,373185.52999999997,safe
C_086403,489000,90760.75,0,1,2020-08-06,True,18930.789429041095,18.560480572597136,398239.25,safe
C_086972,536000,142573.16,0,0,,False,7743.540447123288,26.599470149253733,393426.83999999997,safe
C_091932,59000,0.0,0,0,,False,994.7030991780822,0.0,59000.0,safe
C_091997,1486000,1124185.81,0,0,,False,26514.29232,75.65180417227457,361814.18999999994,warning
C_094312,1590000,0.0,0,0,,False,84486.62718246575,0.0,1590000.0,safe
C_095017,1871000,901263.1300000001,0,0,,False,191851.88423671233,48.17012987707109,969736.8699999999,safe
C_097158,189000,0.0,0,0,,False,4002.114456986301,0.0,189000.0,safe
C_099163,58000,0.0,0,0,,False,2279.0196,0.0,58000.0,safe
C_101421,86000,7.275957614183426e-12,0,0,,False,2571.732710136986,8.460415830445844e-15,86000.0,safe
C_101842,7351000,2978655.960000001,0,0,,False,1270724.9648252055,40.52041844646988,4372344.039999999,safe
C_110846,68000,9729.470000000001,0,0,,False,2016.1776526027395,14.308044117647063,58270.53,safe
C_113139,3874000,7718767.23,0,3,2021-12-06,True,746080.4984547945,199.24541120289106,-3844767.2300000004,over_limit
C_117580,604000,5466849.83,0,3,2020-06-20,True,855901.1443857534,905.1075877483444,-4862849.83,over_limit
C_118223,153000,6566.100000000003,0,0,,False,7315.942862465753,4.2915686274509826,146433.9,safe
C_119382,166000,51401.19000000001,0,0,,False,12608.914043835617,30.964572289156635,114598.81,safe
C_120272,503000,0.0,0,0,,False,7488.7329205479455,0.0,503000.0,safe
C_121437,385000,325754.5,0,0,,False,8108.628213698629,84.61155844155844,59245.5,warning
C_122750,546000,163184.16999999998,0,0,,False,13220.634378082192,29.88721062271062,382815.83,safe
C_123245,93000,0.0,0,0,,False,2716.9048602739726,0.0,93000.0,safe
C_126481,213000,298524.49000000005,0,0,,False,42937.787155068494,140.15234272300472,-85524.49000000005,over_limit
C_129349,80000,0.0,0,1,2020-05-11,True,0.0,0.0,80000.0,safe
C_134962,1028000,162045.37000000002,0,0,,False,75852.43161534246,15.763168287937745,865954.63,safe
C_135878,229000,152138.81,0,0,,False,8450.894298082192,66.4361615720524,76861.19,warning
C_137881,1763000,0.0,0,0,,False,51000.58222027398,0.0,1763000.0,safe
C_144468,1508000,2991359.2700000005,0,0,,False,570224.7835199999,198.36599933687006,-1483359.2700000005,over_limit
C_147153,3154000,3228707.340000001,0,1,2022-04-04,True,598210.5916306849,102.36865377298672,-74707.34000000078,over_limit
C_147980,88000,23239.630000000005,0,0,,False,1242.175354520548,26.408670454545458,64760.369999999995,safe
C_150182,38000,43437.920000000006,0,0,,False,7118.456893150685,114.3103157894737,-5437.9200000000055,over_limit
C_152040,67000,8866.94,0,0,,False,4422.99061479452,13.23423880597015,58133.06,safe
C_152471,69000,2551.3999999999996,0,0,,False,2615.641880547945,3.697681159420289,66448.6,safe
C_155853,33000,4166.68,0,0,,False,140.15886904109587,12.626303030303031,28833.32,safe
C_155990,123000,276547.81,0,0,,False,29248.638440547944,224.83561788617888,-153547.81,over_limit
C_159514,563000,202640.48,0,0,,False,18399.85992,35.992980461811726,360359.52,safe
C_160952,295000,242610.86000000002,0,0,,False,11543.140060273972,82.24096949152543,52389.139999999985,warning
C_164398,25000,16659.89,0,0,,False,0.0,66.63956,8340.11,warning
C_164510,270000,366994.56,0,0,,False,5527.900957808219,135.9239111111111,-96994.56,over_limit
C_167944,592000,0.0,0,0,,False,13177.70608438356,0.0,592000.0,safe
C_169164,63000,0.0,0,0,,False,81.76475835616439,0.0,63000.0,safe
C_169861,465000,0.0,0,0,,False,0.0,0.0,465000.0,safe
C_170045,34000,19828.940000000002,0,1,2021-06-23,True,1823.15277369863,58.320411764705895,14171.059999999998,safe
C_171277,361000,0.0,0,0,,False,11132.416188493151,0.0,361000.0,safe
C_172705,33000,135503.19000000003,0,0,,False,19624.330218082192,410.6157272727273,-102503.19000000003,over_limit
C_172854,223000,21517.540000000015,0,0,,False,330.7716098630137,9.649121076233191,201482.46,safe
C_174878,1965000,1011945.38,0,0,,False,194565.01604054795,51.49849262086514,953054.62,safe
C_178039,1447000,455049.6100000001,0,0,,False,30951.60528328767,31.447796129923987,991950.3899999999,safe
C_180562,2225000,0.0,0,0,,False,70218.59043945205,0.0,2225000.0,safe
C_180745,2356000,3024325.68,0,0,,False,127741.39810520547,128.36696434634976,-668325.6800000002,over_limit
C_180817,4059000,4613012.920000001,0,0,,False,720749.1812252054,113.64900024636613,-554012.9200000009,over_limit
C_181387,34000,0.0,0,0,,False,466.510546849315,0.0,34000.0,safe
C_182241,1186000,261429.03999999998,0,1,2021-04-10,True,88540.04661041097,22.04292074198988,924570.96,safe
C_183105,1353000,328485.1900000002,0,0,,False,50034.80359232877,24.27828455284554,1024514.8099999998,safe
C_184726,142000,32041.160000000003,0,0,,False,2399.775810410959,22.564197183098596,109958.84,safe
C_185126,2874000,8687973.790000001,0,0,,False,961739.0787747945,302.2955389700766,-5813973.790000001,over_limit
C_189507,6747000,0.0,0,0,,False,497523.92276712327,0.0,6747000.0,safe
C_190305,1621000,278531.43000000017,0,0,,False,62563.70510136986,17.182691548426906,1342468.5699999998,safe
C_190554,43000,0.0,0,0,,False,0.0,0.0,43000.0,safe
C_192142,1164000,0.0,0,0,,False,5737.503698630137,0.0,1164000.0,safe
C_193151,728000,485152.44,0,0,,False,2510.348616986301,66.64181868131868,242847.56,warning
C_195665,5000,0.0,0,0,,False,1.9594652054794521,0.0,5000.0,safe
C_196572,10000,0.0,0,0,,False,345.3958750684932,0.0,10000.0,safe
C_197461,5025000,0.0,0,0,,False,162924.61712547945,0.0,5025000.0,safe
C_208015,328000,354721.52,0,0,,False,4798.102093150685,108.1468048780488,-26721.52000000002,over_limit
C_209453,87000,21390.739999999998,0,0,,False,3744.861406027397,24.587057471264366,65609.26000000001,safe
C_213928,3087000,0.0,0,0,,False,105537.22496876711,0.0,3087000.0,safe
C_214224,7000,0.0,0,0,,False,35.7573501369863,0.0,7000.0,safe
C_216051,164000,0.0,0,0,,False,3945.2548931506853,0.0,164000.0,safe
C_217285,753000,158738.23999999996,0,0,,False,40984.45766136986,21.080775564409027,594261.76,safe
C_218295,656000,12944.59,0,0,,False,33133.29011506849,1.9732606707317073,643055.41,safe
C_219026,38000,30053.049999999996,0,1,2021-05-03,True,2191.279423561644,79.08697368421052,7946.950000000004,warning
C_221542,176000,0.0,0,0,,False,4410.014626849315,0.0,176000.0,safe
C_222193,146000,90923.71,0,1,2020-10-10,True,9462.55858520548,62.27651369863014,55076.28999999999,warning
C_224505,426000,0.0,0,0,,False,5566.346038356164,0.0,426000.0,safe
C_226745,15000,0.0,0,0,,False,0.0,0.0,15000.0,safe
C_227683,1491000,750079.19,0,0,,False,178680.06934027397,50.3071220657277,740920.81,safe
C_227779,61000,19462.35,0,0,,False,1550.1940471232876,31.905491803278686,41537.65,safe
C_233299,467000,290436.16,0,0,,False,15633.990621369861,62.191897216274086,176563.84000000003,warning
C_233724,406000,0.0,0,0,,False,6139.065353424657,0.0,406000.0,safe
C_235399,16000,0.0,0,0,,False,343.74011178082196,0.0,16000.0,safe
C_235625,13000,3376.88,0,0,,False,192.27974794520546,25.976,9623.119999999999,safe
C_237191,5299000,0.0,0,0,,False,45289.31420712329,0.0,5299000.0,safe
C_237751,399000,0.0,0,0,,False,12736.740713424657,0.0,399000.0,safe
C_238413,13000,0.0,0,0,,False,226.593981369863,0.0,13000.0,safe
C_239085,394000,0.0,0,0,,False,15678.852470136986,0.0,394000.0,safe
C_240236,6827000,10572361.38,0,1,2021-08-19,True,341842.41267287673,154.86101332942727,-3745361.380000001,over_limit
C_242469,55000,36229.72,0,0,,False,0.0,65.87221818181818,18770.28,warning
C_242632,116000,76733.47,0,1,2020-08-28,True,763.4567539726027,66.14954310344827,39266.53,warning
C_243568,82000,7.275957614183426e-12,0,0,,False,0.0,8.873119041687105e-15,82000.0,safe
C_244106,140000,50546.29,0,0,,False,5965.969019178083,36.10449285714286,89453.70999999999,safe
C_244489,39000,0.0,0,0,,False,729.8947232876712,0.0,39000.0,safe
C_244560,3072000,503606.15000000014,0,0,,False,87520.27753972603,16.39342936197917,2568393.8499999996,safe
C_245948,8961000,60652023.59,0,2,2020-10-11,True,5048180.194507397,676.8443654726036,-51691023.59,over_limit
C_247907,280000,28771.869999999995,0,1,2020-05-11,True,7909.146355068493,10.275667857142857,251228.13,safe
C_249009,120000,93250.3,0,0,,False,4735.23858739726,77.70858333333334,26749.699999999997,warning
C_249135,23000,21355.28,0,0,,False,1103.590563287671,92.84904347826087,1644.7200000000012,critical
C_249788,79000,32762.220000000005,0,0,,False,6300.888904109589,41.47116455696203,46237.78,safe
C_251455,216000,0.0,0,0,,False,5663.92714520548,0.0,216000.0,safe
C_257237,6000,0.0,0,0,,False,0.0,0.0,6000.0,safe
C_257260,21000,13509.54,0,0,,False,46.0922301369863,64.33114285714286,7490.459999999999,warning
C_258325,869000,1631327.8500000003,0,2,2021-11-16,True,292029.59008109587,187.72472382048335,-762327.8500000003,over_limit
C_258818,748000,461847.37,0,0,,False,39778.32742027397,61.74430080213904,286152.63,warning
C_263291,21000,13448.11,0,0,,False,0.0,64.03861904761905,7551.889999999999,warning
C_265163,832000,991515.75,0,0,,False,46459.8627879452,119.17256610576923,-159515.75,over_limit
C_265923,132000,0.0,0,0,,False,3352.4719594520548,0.0,132000.0,safe
C_267443,195000,17432.88,0,0,,False,11894.531168219179,8.939938461538462,177567.12,safe
C_268031,21000,895.960000000001,0,0,,False,1461.8093424657534,4.266476190476195,20104.04,safe
C_269097,5976000,3001255.88,0,0,,False,77116.32431013699,50.22181860776439,2974744.12,safe
C_272108,5000,0.0,0,0,,False,6.555057534246576,0.0,5000.0,safe
C_274912,1339000,2519608.1300000004,0,0,,False,367848.83288219175,188.17088349514566,-1180608.1300000004,over_limit
C_276262,43000,19970.280000000002,0,1,2022-01-15,True,4195.611379726028,46.44251162790699,23029.719999999998,safe
C_276942,2094000,0.0,0,0,,False,69749.03725150684,0.0,2094000.0,safe
C_277610,1612000,0.0,0,0,,False,46610.07228493151,0.0,1612000.0,safe
C_281145,180000,71198.96000000002,0,0,,False,7616.868036164384,39.554977777777786,108801.03999999998,safe
C_282539,385000,0.0,0,0,,False,10981.06757260274,0.0,385000.0,safe
C_282979,916000,658459.9100000001,0,0,,False,150740.01392547946,71.88426965065504,257540.08999999985,warning
C_284990,579000,63107.18000000001,0,0,,False,49068.047884931504,10.899340241796201,515892.82,safe
C_287115,14000,9.094947017729282e-13,0,0,,False,534.9014038356165,6.496390726949488e-15,14000.0,safe
C_287361,148000,108380.67000000003,0,0,,False,3493.1343353424654,73.23018243243246,39619.32999999997,warning
C_292582,2212000,930547.24,0,0,,False,281389.62669041095,42.06813924050633,1281452.76,safe
C_297913,41000,35267.229999999996,0,0,,False,1922.7849534246575,86.01763414634145,5732.770000000004,critical
C_298468,360000,148087.05000000002,0,0,,False,20992.10917808219,41.135291666666674,211912.94999999998,safe
C_298813,48000,10764.169999999998,0,1,2020-09-06,True,4251.261905753425,22.425354166666665,37235.83,safe
C_299317,11700000,8772957.510000002,0,0,,False,1802133.1261578081,74.98254282051283,2927042.4899999984,warning
C_299825,178000,0.0,0,0,,False,1638.4305402739724,0.0,178000.0,safe
C_302517,128000,10223.230000000018,0,0,,False,2327.8433326027393,7.986898437500013,117776.76999999999,safe
C_303006,3056000,3599626.3,0,0,,False,112148.30978630137,117.7888187172775,-543626.2999999998,over_limit
C_304036,3163000,1147284.05,0,0,,False,143691.19247342466,36.27202181473285,2015715.95,safe
C_304462,5000,0.0,0,0,,False,41.718180821917805,0.0,5000.0,safe
C_307303,140000,0.0,0,0,,False,582.5955846575342,0.0,140000.0,safe
C_310107,2298000,1184099.58,0,1,2020-06-22,True,117131.74500821916,51.52739686684073,1113900.42,safe
C_312584,70000,0.0,0,0,,False,68.49573041095891,0.0,70000.0,safe
C_314119,1283000,1140294.38,0,0,,False,286981.1537326027,88.87719251753701,142705.6200000001,critical
C_315505,3216000,0.0,0,0,,False,66995.0403090411,0.0,3216000.0,safe
C_316786,1585000,1786735.54,0,0,,False,88261.35733479452,112.72779432176657,-201735.54000000004,over_limit
C_317124,1179000,2631778.8000000003,0,0,,False,367085.5632690411,223.2212722646311,-1452778.8000000003,over_limit
C_317216,92000,19572.710000000003,0,0,,False,2773.353235068493,21.2746847826087,72427.29,safe
C_322219,1319000,337095.4400000002,0,0,,False,195694.8122860274,25.55689461713421,981904.5599999998,safe
C_322315,162000,7.275957614183426e-12,0,0,,False,2794.9978553424658,4.491331860607053e-15,162000.0,safe
C_322699,5000,0.0,0,0,,False,6.477780821917808,0.0,5000.0,safe
C_323248,810000,0.0,0,0,,False,21300.167539726026,0.0,810000.0,safe
C_324442,24000,0.0,0,0,,False,91.47629589041095,0.0,24000.0,safe
C_328236,2105000,1062440.27,0,0,,False,240450.90425753425,50.47222185273159,1042559.73,safe
C_328349,427000,130851.14000000001,0,0,,False,2348.306462465753,30.644295081967215,296148.86,safe
C_328434,163000,25964.410000000003,0,0,,False,4692.117185753425,15.929085889570555,137035.59,safe
C_328511,186000,32301.83,0,0,,False,6742.204865753424,17.366575268817204,153698.16999999998,safe
C_328979,173000,82793.14000000001,0,1,2021-07-07,True,13303.074072328767,47.857306358381514,90206.85999999999,safe
C_329432,2644000,3185468.1300000004,0,0,,False,608409.4057249315,120.47912745839638,-541468.1300000004,over_limit
C_330550,331000,198993.77000000002,0,0,,False,10549.308013150685,60.11896374622358,132006.22999999998,warning
C_334349,29000,0.0,0,0,,False,435.5241435616438,0.0,29000.0,safe
